product_id,LGBMRegressor,XGBRegressor,LinearRegression,AutoETS,AutoARIMA,y,NP,NHITS,NBEATS,PatchTST,TFT,TimesNet
1039204 ,535 ,627 ,566 ,501 ,540 ,482 ,467 ,439 ,547 ,513 ,525 ,549 
1045323 ,499 ,522 ,504 ,451 ,425 ,475 ,491 ,445 ,516 ,476 ,495 ,472 
1275298 ,484 ,497 ,475 ,509 ,476 ,467 ,401 ,376 ,421 ,464 ,449 ,342 
1039766 ,524 ,527 ,563 ,583 ,582 ,465 ,579 ,593 ,619 ,632 ,579 ,620 
1278013 ,389 ,398 ,401 ,331 ,354 ,460 ,348 ,353 ,392 ,364 ,351 ,427 
1018139 ,446 ,384 ,566 ,575 ,440 ,459 ,905 ,602 ,503 ,641 ,466 ,1030 
1025068 ,529 ,392 ,673 ,731 ,388 ,458 ,435 ,455 ,442 ,412 ,553 ,723 
1033324 ,236 ,223 ,277 ,172 ,199 ,454 ,151 ,228 ,226 ,214 ,175 ,294 
1332645 ,344 ,386 ,375 ,372 ,418 ,454 ,370 ,322 ,328 ,371 ,409 ,528 
1027368 ,423 ,416 ,458 ,446 ,285 ,453 ,324 ,375 ,396 ,445 ,405 ,403 
1019131 ,1662 ,1873 ,1845 ,1423 ,1747 ,450 ,1275 ,1611 ,1716 ,1943 ,1708 ,1833 
1018140 ,613 ,936 ,719 ,656 ,669 ,443 ,518 ,548 ,664 ,817 ,732 ,1147 
1275852 ,430 ,422 ,476 ,565 ,598 ,440 ,492 ,513 ,495 ,509 ,504 ,712 
1009245 ,849 ,636 ,787 ,701 ,481 ,435 ,441 ,510 ,280 ,609 ,453 ,437 
1024717 ,507 ,292 ,807 ,306 ,350 ,435 ,474 ,369 ,402 ,363 ,589 ,649 
1276629 ,486 ,493 ,531 ,622 ,612 ,433 ,533 ,576 ,605 ,613 ,544 ,650 
1001912 ,469 ,327 ,554 ,373 ,414 ,432 ,375 ,356 ,421 ,373 ,401 ,528 
1275855 ,423 ,413 ,452 ,524 ,523 ,431 ,429 ,481 ,489 ,489 ,454 ,546 
1332845 ,472 ,271 ,622 ,399 ,399 ,431 ,316 ,409 ,495 ,366 ,400 ,597 
1009659 ,1136 ,834 ,1305 ,1220 ,815 ,429 ,765 ,717 ,660 ,959 ,760 ,679 
1025694 ,439 ,405 ,521 ,429 ,488 ,428 ,397 ,433 ,414 ,400 ,462 ,520 
1278606 ,387 ,378 ,383 ,394 ,354 ,422 ,332 ,246 ,328 ,401 ,323 ,433 
1274110 ,316 ,464 ,272 ,591 ,539 ,416 ,376 ,232 ,261 ,320 ,218 ,452 
1280372 ,306 ,232 ,298 ,265 ,267 ,411 ,278 ,273 ,290 ,289 ,261 ,254 
1332479 ,344 ,303 ,334 ,305 ,310 ,410 ,298 ,257 ,280 ,315 ,280 ,275 
1332660 ,389 ,410 ,389 ,442 ,471 ,405 ,473 ,319 ,327 ,332 ,519 ,637 
1276902 ,465 ,459 ,515 ,621 ,621 ,396 ,414 ,358 ,280 ,480 ,473 ,418 
1037507 ,315 ,342 ,327 ,380 ,460 ,394 ,323 ,308 ,301 ,314 ,418 ,498 
1037506 ,561 ,625 ,617 ,682 ,641 ,392 ,595 ,570 ,637 ,625 ,647 ,773 
1025599 ,699 ,603 ,741 ,698 ,728 ,391 ,541 ,666 ,710 ,705 ,694 ,809 
1332481 ,225 ,311 ,170 ,211 ,211 ,385 ,106 ,27 ,115 ,130 ,102 ,160 
1025672 ,374 ,390 ,450 ,589 ,548 ,382 ,473 ,466 ,460 ,486 ,404 ,592 
1039306 ,568 ,498 ,496 ,568 ,364 ,375 ,469 ,207 ,419 ,464 ,542 ,619 
1019829 ,558 ,431 ,769 ,550 ,458 ,354 ,401 ,413 ,479 ,432 ,440 ,542 
1039764 ,321 ,299 ,357 ,296 ,307 ,350 ,270 ,244 ,263 ,260 ,291 ,311 
1041689 ,345 ,332 ,360 ,339 ,319 ,349 ,321 ,349 ,368 ,377 ,329 ,294 
1001331 ,1163 ,1166 ,1180 ,572 ,766 ,346 ,808 ,787 ,523 ,992 ,603 ,674 
