unique_id,ds,cutoff,NHITS,NBEATS,PatchTST,TFT,Informer,TimesNet,cluster,y_
1025669,2024/1/31,2023/10/31,466.85748,557.36145,458.54977,474.85733,6.3313174,642.0116,,253
1025670,2023/11/30,2023/10/31,985.69617,1075.4064,1048.4448,1127.5784,5.741867,1407.7086,,1166
1025670,2023/12/31,2023/10/31,1086.164,1118.9235,1118.8247,1127.3403,5.629082,1336.6481,,1261
1025670,2024/1/31,2023/10/31,1148.6388,1148.353,1074.3441,1128.0674,6.335003,1463.7766,,958
1025672,2023/11/30,2023/10/31,124.48328,137.25468,149.01547,132.39502,6.050963,200.96097,,117
1025672,2023/12/31,2023/10/31,140.97104,141.41289,189.08946,133.21727,6.112808,262.06168,,129
1025672,2024/1/31,2023/10/31,141.97705,145.9276,199.27966,133.75981,6.33297,136.61482,,136
1025685,2023/11/30,2023/10/31,153.44171,164.41185,170.18721,149.78882,5.5998263,283.24548,,155
1025685,2023/12/31,2023/10/31,191.7136,178.81976,259.23993,148.57518,6.20299,225.0481,,454
1025685,2024/1/31,2023/10/31,213.09128,191.74129,201.67612,148.20534,6.323715,355.4303,,160
1025694,2023/11/30,2023/10/31,135.17455,143.49625,137.48866,149.68407,5.6630116,119.04281,,171
1025694,2023/12/31,2023/10/31,137.15445,137.69,156.5952,152.75256,6.3408613,200.73314,,191
1025694,2024/1/31,2023/10/31,137.47128,136.14882,143.30162,154.99234,6.348749,120.66818,,66
1026107,2023/11/30,2023/10/31,244.25883,243.15309,241.12892,261.46432,5.745434,435.41217,,213
1026107,2023/12/31,2023/10/31,233.87122,217.3058,198.0773,264.59372,5.7662125,261.76837,,310
1026107,2024/1/31,2023/10/31,227.61758,190.29626,225.45049,267.00076,6.0276513,358.03073,,265
1026130,2023/11/30,2023/10/31,88.43369,100.38613,91.77397,104.69182,5.4958377,106.10891,,110
1026130,2023/12/31,2023/10/31,81.02479,96.56182,126.3254,104.45363,6.3522744,116.2231,,148
1026130,2024/1/31,2023/10/31,76.49034,97.12889,94.17503,104.42875,6.3471313,91.69561,,145
1026132,2023/11/30,2023/10/31,545.1457,592.5471,580.2707,721.4209,6.075482,921.2143,,498
1026132,2023/12/31,2023/10/31,617.4818,608.7856,629.0639,729.70905,5.7045436,1003.9208,,541
1026132,2024/1/31,2023/10/31,649.24396,633.1847,653.91364,737.21655,6.3265934,731.3897,,612
1026134,2023/11/30,2023/10/31,177.1227,197.94818,207.8875,208.43951,5.8094115,210.61241,,183
1026134,2023/12/31,2023/10/31,172.36948,189.96266,232.57707,208.1785,6.3488007,188.43788,,119
1026134,2024/1/31,2023/10/31,171.64185,188.5334,219.93457,208.11812,6.3512053,236.55254,,251
1026137,2023/11/30,2023/10/31,266.515,285.206,268.683,281.56238,5.766264,256.99832,,190
1026137,2023/12/31,2023/10/31,273.70932,288.42456,318.65576,283.72913,5.7561646,242.4895,,203
1026137,2024/1/31,2023/10/31,279.08505,286.56488,313.56622,285.63956,6.340259,319.9814,,223
1026138,2023/11/30,2023/10/31,178.36475,198.41182,203.96906,226.16719,5.841288,232.18018,,165
1026138,2023/12/31,2023/10/31,182.51952,198.94972,217.3089,229.52086,5.908123,257.14886,,202
1026138,2024/1/31,2023/10/31,183.31781,201.93172,219.21964,232.60187,6.3123403,204.30092,,256
1026139,2023/11/30,2023/10/31,79.76103,86.701004,79.11175,99.70517,6.025508,126.51153,,74
1026139,2023/12/31,2023/10/31,80.15121,85.7567,90.64554,100.03939,6.3599644,97.01071,,78
1026139,2024/1/31,2023/10/31,78.774315,81.43846,80.93665,100.35068,6.3340526,106.65385,,85
1026152,2023/11/30,2023/10/31,383.98193,368.27582,421.87054,405.28403,5.9428906,408.60165,,376
1026152,2023/12/31,2023/10/31,336.47617,302.88007,386.17645,392.60297,5.780715,312.45825,,124
1026152,2024/1/31,2023/10/31,313.75317,280.25952,328.1844,388.8325,6.152352,393.27554,,317
1026213,2023/11/30,2023/10/31,280.46246,320.72858,305.77756,522.5689,5.7505646,527.6998,,314
1026213,2023/12/31,2023/10/31,286.3164,337.84137,278.21564,524.9331,6.0973454,344.13028,,253
1026213,2024/1/31,2023/10/31,277.34592,336.35077,293.38226,526.98413,6.072211,417.9234,,266
1026386,2023/11/30,2023/10/31,787.3113,455.72986,826.1632,13.184895,3.9433334,719.7022,,358
1026386,2023/12/31,2023/10/31,636.63763,-93.18561,439.79315,13.22109,5.504673,353.4761,,5
1026386,2024/1/31,2023/10/31,611.9745,-57.595398,508.24908,13.2137375,5.4462285,300.9081,,1
1026388,2023/11/30,2023/10/31,562.10443,295.53687,594.1365,13.22079,3.5627565,494.69846,,376
1026388,2023/12/31,2023/10/31,442.84738,-136.85333,341.68893,13.241206,5.236912,244.15991,,6
1026388,2024/1/31,2023/10/31,422.70856,-106.94269,358.51862,13.233379,5.720015,255.79858,,2
1026390,2023/11/30,2023/10/31,570.765,292.86414,628.14685,12.482046,4.108469,577.1707,,500
1026390,2023/12/31,2023/10/31,421.64368,-155.6214,354.43777,12.481519,5.640691,221.14496,,2
1026390,2024/1/31,2023/10/31,391.2617,-137.77124,358.66614,12.511422,5.2081904,235.0227,,1
1026921,2023/11/30,2023/10/31,460.1243,239.37708,530.58264,122.45851,5.1747813,481.17773,,1166
1026921,2023/12/31,2023/10/31,335.50635,-127.47443,360.59702,122.88898,5.9162827,194.16829,,19
1026921,2024/1/31,2023/10/31,306.8294,-122.12543,310.01962,123.107704,5.427003,241.21953,,3
1027348,2023/11/30,2023/10/31,319.23288,322.9358,341.71555,344.54648,5.0989375,356.70172,,186
1027348,2023/12/31,2023/10/31,289.86395,284.30496,338.23486,340.5914,5.7432585,382.16122,,210
1027348,2024/1/31,2023/10/31,277.88495,262.15363,333.23767,333.9903,6.3473816,266.612,,278
1027350,2023/11/30,2023/10/31,1107.9902,1145.8783,1184.6625,1106.9283,5.6191907,1025.1162,,1151
1027350,2023/12/31,2023/10/31,1058.687,1083.8735,1172.7821,1076.4155,5.71514,1030.813,,1290
1027350,2024/1/31,2023/10/31,1010.0723,1007.4347,1060.2129,1059.9497,6.124189,900.9431,,833
1027368,2023/11/30,2023/10/31,132.90877,134.05927,140.99194,137.91768,5.9971166,143.47304,,116
1027368,2023/12/31,2023/10/31,130.72574,124.68469,156.33263,134.9548,5.7028165,118.7362,,169
1027368,2024/1/31,2023/10/31,127.91635,116.532486,142.2882,133.77644,6.148639,143.86014,,168
1027794,2023/11/30,2023/10/31,51.914204,57.736916,47.196682,57.637257,5.900386,65.92134,,49
1027794,2023/12/31,2023/10/31,59.909653,65.528275,64.98099,59.262363,5.951489,64.25955,,79
1027794,2024/1/31,2023/10/31,63.596256,70.370026,65.63686,60.678474,6.1590753,74.56212,,84
1028003,2023/11/30,2023/10/31,188.6532,191.29004,223.82895,198.80522,5.82367,208.00922,,236
1028003,2023/12/31,2023/10/31,171.49197,158.62317,208.4501,198.06534,6.305323,215.69736,,74
1028003,2024/1/31,2023/10/31,164.4783,144.37036,196.1634,195.84518,6.103269,244.68146,,116
1028135,2023/11/30,2023/10/31,24.483805,39.31333,38.418995,87.67087,6.324721,134.6771,,37
1028135,2023/12/31,2023/10/31,42.863056,42.993248,102.85929,93.69441,6.008613,232.43909,,122
1028135,2024/1/31,2023/10/31,52.576694,68.8935,96.34128,99.070854,6.3058114,-103.975525,,160
1028136,2023/11/30,2023/10/31,17.212029,18.609066,14.070824,38.484245,6.2492423,59.176476,,16
1028136,2023/12/31,2023/10/31,27.28183,22.24063,41.631763,39.878963,6.0154243,93.623856,,108
1028136,2024/1/31,2023/10/31,32.40351,29.802422,43.010445,41.04,6.297501,12.848534,,133
1028356,2023/11/30,2023/10/31,286.81815,348.94165,259.44998,692.3003,6.284911,466.31134,,158
1028356,2023/12/31,2023/10/31,407.65216,422.84857,345.42072,717.7494,6.211494,885.3719,,340
1028356,2024/1/31,2023/10/31,448.20203,473.56622,422.68417,741.2676,6.1720057,445.14276,,302
1028428,2023/11/30,2023/10/31,11.261631,16.054697,12.671997,19.807474,5.8084283,35.533073,,8
1028428,2023/12/31,2023/10/31,13.611284,15.639427,24.758776,20.832565,5.8345547,45.727554,,27
1028428,2024/1/31,2023/10/31,14.323157,18.11448,16.35593,21.784307,6.33642,18.270187,,27
1028595,2023/11/30,2023/10/31,38.7222,43.09831,38.576622,61.142365,5.920615,76.41748,,10
1028595,2023/12/31,2023/10/31,40.265526,43.54112,56.02916,61.97184,5.8847375,82.97793,,40
1028595,2024/1/31,2023/10/31,39.83886,45.30883,50.163494,62.725094,6.3073792,19.53569,,54
1028596,2023/11/30,2023/10/31,59.889618,77.05826,62.471455,100.63905,5.8463306,96.12832,,59
1028596,2023/12/31,2023/10/31,82.67827,93.00812,103.787674,101.97499,5.7173676,94.954384,,103
1028596,2024/1/31,2023/10/31,100.127396,111.45684,116.46715,103.1797,6.338105,111.52642,,124
1029322,2023/11/30,2023/10/31,428.05185,388.19046,468.8109,435.2448,5.6862016,401.80832,,328
1029322,2023/12/31,2023/10/31,351.7858,272.27094,407.82053,427.67865,5.7631674,385.5035,,273
1029322,2024/1/31,2023/10/31,329.83023,256.4422,428.67642,417.0774,6.1597853,302.16083,,255
1030124,2023/11/30,2023/10/31,545.0992,601.1164,583.8618,667.8049,5.682122,801.1342,,402
1030124,2023/12/31,2023/10/31,570.6299,618.91235,616.1065,675.7052,5.6559124,791.19037,,387
1030124,2024/1/31,2023/10/31,583.0332,625.16846,666.15784,682.9055,6.295626,694.13586,,421
1030900,2023/11/30,2023/10/31,86.09625,93.81776,89.39333,110.113174,5.891858,140.1978,,45
1030900,2023/12/31,2023/10/31,105.54957,101.10984,125.58208,109.6031,6.3558893,155.05678,,43
1030900,2024/1/31,2023/10/31,117.3365,109.502,121.743515,109.453,6.347169,159.41057,,98
1031023,2023/11/30,2023/10/31,280.33337,314.5728,323.05164,403.0637,5.796469,457.702,,356
1031023,2023/12/31,2023/10/31,325.2809,337.40533,401.29144,406.3808,5.671074,504.92545,,353
1031023,2024/1/31,2023/10/31,343.8007,358.70874,375.36566,408.828,6.3476367,413.0655,,311
1031024,2023/11/30,2023/10/31,92.12462,113.579865,115.409386,133.8201,6.1805058,161.63199,,122
1031024,2023/12/31,2023/10/31,113.18239,120.39778,150.54427,132.45985,6.359808,153.78244,,199
1031024,2024/1/31,2023/10/31,124.43512,126.83421,141.14212,132.08081,6.343215,183.7612,,268
1031478,2023/11/30,2023/10/31,70.74907,75.99413,78.125046,86.60011,5.7340527,66.25344,,40
1031478,2023/12/31,2023/10/31,75.10304,73.14015,84.78252,87.26892,5.6682186,87.23999,,47
1031478,2024/1/31,2023/10/31,78.69143,75.73022,85.32562,87.727776,6.3138413,68.41609,,46
1031481,2023/11/30,2023/10/31,25.395855,29.636753,38.660698,64.61929,6.3346252,59.577744,,38
1031481,2023/12/31,2023/10/31,35.06009,29.50512,43.803177,65.32849,6.1702447,72.9769,,27
1031481,2024/1/31,2023/10/31,41.08416,36.21733,49.937035,65.97008,6.108181,80.60611,,30
1031482,2023/11/30,2023/10/31,68.205025,73.41471,78.43492,100.79039,5.865476,53.96991,,41
1031482,2023/12/31,2023/10/31,75.01196,70.578735,95.08609,102.15532,5.99398,105.29904,,51
1031482,2024/1/31,2023/10/31,82.9059,76.164024,104.74523,103.39192,6.1126065,142.28104,,49
1031483,2023/11/30,2023/10/31,94.516304,104.541916,120.87698,121.287506,6.176147,153.41096,,46
1031483,2023/12/31,2023/10/31,102.87186,101.29498,130.48802,122.54823,6.359484,152.96365,,52
1031483,2024/1/31,2023/10/31,107.15085,108.664795,131.24167,123.23081,6.334711,163.79018,,40
1031566,2023/11/30,2023/10/31,727.4089,742.4088,773.3766,772.8308,5.695876,1270.5645,,776
1031566,2023/12/31,2023/10/31,607.5327,655.01373,739.6143,799.22455,5.9961133,756.97546,,408
1031566,2024/1/31,2023/10/31,554.99,605.4107,682.2807,823.3182,6.125407,986.66187,,439
1032204,2023/11/30,2023/10/31,286.40802,307.1495,329.87973,444.92798,6.089762,533.4923,,416
1032204,2023/12/31,2023/10/31,348.4907,328.9842,409.87756,445.32135,6.329692,385.2884,,606
1032204,2024/1/31,2023/10/31,381.7934,347.7494,386.1676,446.47192,6.3315206,566.8967,,512
1032697,2023/11/30,2023/10/31,29.872066,40.9391,54.39369,48.453346,5.865291,119.01652,,16
1032697,2023/12/31,2023/10/31,52.335632,45.56787,91.08884,47.686028,6.2398367,101.584885,,62
1032697,2024/1/31,2023/10/31,64.22426,57.215347,101.801125,47.499283,6.2689943,198.82915,,68
1032741,2023/11/30,2023/10/31,113.6973,119.00171,120.99603,130.07324,5.2306275,106.680084,,104
1032741,2023/12/31,2023/10/31,109.03621,110.403076,126.53767,124.68116,6.346765,130.38956,,49
1032741,2024/1/31,2023/10/31,107.93693,104.93403,122.84773,121.311806,6.3399024,97.84398,,76
1033323,2023/11/30,2023/10/31,326.2788,344.96686,358.0765,345.02948,5.512494,438.31635,,224
1033323,2023/12/31,2023/10/31,301.43372,329.65656,364.6058,349.83838,5.979308,381.68094,,241
1033323,2024/1/31,2023/10/31,289.69803,321.984,327.32217,353.3829,6.340651,292.82397,,290
1033324,2023/11/30,2023/10/31,58.418056,65.616516,54.37126,55.420662,6.038035,86.343506,,54
1033324,2023/12/31,2023/10/31,72.90838,77.036575,80.41558,56.89196,5.949988,104.667755,,190
1033324,2024/1/31,2023/10/31,80.493774,85.485504,79.13133,58.005363,6.3301616,95.323006,,210
1033457,2023/11/30,2023/10/31,82.16085,85.227356,82.922585,99.67094,5.754813,119.976524,,52
1033457,2023/12/31,2023/10/31,74.22495,73.02218,90.03523,101.310104,6.200736,88.010506,,96
1033457,2024/1/31,2023/10/31,67.28624,67.363846,78.79421,102.816124,6.1404414,146.96155,,54
1033464,2023/11/30,2023/10/31,58.641167,68.30344,67.74122,91.43086,6.0215397,88.499954,,67
1033464,2023/12/31,2023/10/31,69.55089,73.80322,94.24724,93.77292,5.604004,144.67538,,93
1033464,2024/1/31,2023/10/31,76.09421,84.72085,103.13838,95.909744,6.3126125,82.53427,,78
1034002,2023/11/30,2023/10/31,386.8015,420.77115,465.28064,487.011,6.310808,481.01044,,434
1034002,2023/12/31,2023/10/31,377.78043,368.3554,431.67908,487.88788,6.27916,504.915,,280
1034002,2024/1/31,2023/10/31,371.6268,339.3806,437.19846,488.67743,5.995392,475.4715,,334
1034003,2023/11/30,2023/10/31,945.8952,902.8069,999.20557,994.4282,5.9801755,1032.3492,,1341
1034003,2023/12/31,2023/10/31,816.3848,707.61786,887.636,961.2375,5.719741,808.8643,,596
1034003,2024/1/31,2023/10/31,761.2112,649.2885,911.2881,942.68195,6.140509,937.82477,,489
1034004,2023/11/30,2023/10/31,372.42792,428.48187,407.15204,440.9963,6.217085,675.0172,,391
1034004,2023/12/31,2023/10/31,441.91788,475.85486,500.26,451.8036,5.770267,509.23486,,464
1034004,2024/1/31,2023/10/31,493.11447,511.62842,541.06165,460.17087,6.3530946,549.52844,,568
1034405,2023/11/30,2023/10/31,88.097015,95.03759,95.20379,131.54147,6.1008897,177.03786,,47
1034405,2023/12/31,2023/10/31,103.36785,101.051636,134.27853,136.00641,6.0204825,197.483,,128
1034405,2024/1/31,2023/10/31,103.48088,102.95246,107.018974,140.10707,6.166545,211.32137,,131
1034408,2023/11/30,2023/10/31,51.279373,64.12963,61.455276,68.46448,5.488467,61.91537,,40
1034408,2023/12/31,2023/10/31,57.414494,61.82365,89.0434,68.235115,6.3701954,91.036,,61
1034408,2024/1/31,2023/10/31,58.760273,61.6149,70.78854,68.17422,6.337542,70.49553,,68
1034413,2023/11/30,2023/10/31,51.077435,54.517574,52.139847,51.309364,6.043917,66.266525,,60
1034413,2023/12/31,2023/10/31,55.03423,57.413914,62.81675,51.183964,6.3007255,62.107574,,157
1034413,2024/1/31,2023/10/31,55.43743,56.429752,50.62095,51.13976,6.339481,71.79272,,55
1034416,2023/11/30,2023/10/31,69.6537,71.69124,65.696945,96.277985,6.1034284,89.34747,,51
1034416,2023/12/31,2023/10/31,91.06392,75.20118,82.987366,99.44502,5.740911,169.77539,,127
1034416,2024/1/31,2023/10/31,105.11503,83.83221,88.50615,102.06424,6.128216,84.28674,,111
1034551,2023/11/30,2023/10/31,259.10672,265.5643,275.18826,268.1986,5.076274,268.1136,,158
1034551,2023/12/31,2023/10/31,235.203,234.8198,273.5533,263.96957,5.5465493,247.77887,,175
1034551,2024/1/31,2023/10/31,226.80664,220.34247,269.87222,260.79468,6.276747,276.92892,,187
1034552,2023/11/30,2023/10/31,222.21236,235.39624,240.50801,251.99098,5.4993753,262.67566,,169
1034552,2023/12/31,2023/10/31,216.72775,219.84628,256.35074,253.9487,5.8538284,250.13683,,150
1034552,2024/1/31,2023/10/31,213.00462,211.84808,243.1619,255.72653,6.309775,219.28629,,185
1034554,2023/11/30,2023/10/31,194.95872,211.05827,202.09026,200.56203,5.618061,234.62512,,132
1034554,2023/12/31,2023/10/31,188.85881,208.93933,211.47815,199.91756,5.5635076,174.00034,,223
1034554,2024/1/31,2023/10/31,186.2754,202.95007,203.11182,199.89804,6.293343,192.97333,,213
1034555,2023/11/30,2023/10/31,331.16254,365.18268,362.29486,359.76486,5.4999175,366.1233,,276
1034555,2023/12/31,2023/10/31,323.58545,363.2373,376.114,360.40588,6.3298984,370.01913,,374
1034555,2024/1/31,2023/10/31,322.97195,355.10788,374.77505,360.85837,6.3316073,389.36624,,374
1035307,2023/11/30,2023/10/31,76.57725,83.52519,90.81148,103.28762,6.134827,133.65077,,46
1035307,2023/12/31,2023/10/31,89.8075,83.68126,101.00705,104.12111,5.7172284,81.124016,,45
1035307,2024/1/31,2023/10/31,97.95817,89.21373,107.287605,104.55339,6.33597,151.88997,,69
1035553,2023/11/30,2023/10/31,22.937603,26.232971,23.136158,43.592243,6.1606307,89.11614,,27
1035553,2023/12/31,2023/10/31,37.145187,23.952816,8.322351,46.30134,5.7857604,118.47868,,75
1035553,2024/1/31,2023/10/31,46.489292,25.314877,27.971233,48.760376,6.341461,92.98566,,116
1035566,2023/11/30,2023/10/31,146.19235,160.07742,142.49455,156.0954,6.116812,189.78894,,182
1035566,2023/12/31,2023/10/31,154.82697,161.34474,156.74414,159.279,6.318628,229.13066,,169
1035566,2024/1/31,2023/10/31,155.728,161.76581,183.2822,161.57033,6.3414316,187.95596,,162
1035695,2023/11/30,2023/10/31,85.19752,93.03717,70.83857,100.70933,5.9755445,213.19498,,135
1035695,2023/12/31,2023/10/31,102.014565,89.296295,90.083275,100.71172,6.28515,300.0312,,224
1035695,2024/1/31,2023/10/31,113.39569,95.81111,106.43075,100.776794,6.327627,95.13761,,180
1035883,2023/11/30,2023/10/31,52.67883,58.780006,64.293236,78.3659,5.8572497,73.465904,,101
1035883,2023/12/31,2023/10/31,60.611168,60.352253,67.06904,78.15241,5.556566,79.773575,,149
1035883,2024/1/31,2023/10/31,65.25957,64.21512,73.8407,78.08436,6.3111463,73.651474,,92
1035884,2023/11/30,2023/10/31,15.747197,16.80404,17.596004,17.502527,5.81072,22.40863,,13
1035884,2023/12/31,2023/10/31,15.851423,17.129469,19.168879,17.739964,6.1718574,19.299372,,31
1035884,2024/1/31,2023/10/31,15.358323,16.72713,16.772186,17.940046,6.0903,22.02203,,32
1035885,2023/11/30,2023/10/31,19.455133,22.07237,22.23275,21.461899,6.129146,26.884008,,17
1035885,2023/12/31,2023/10/31,21.455301,23.898182,23.060282,21.721386,5.984118,27.573446,,22
1035885,2024/1/31,2023/10/31,21.896978,24.348927,22.268684,21.90855,6.156329,30.223675,,24
1035889,2023/11/30,2023/10/31,503.44714,495.8719,555.2379,511.7326,6.171764,446.23944,,453
1035889,2023/12/31,2023/10/31,452.54755,430.3487,523.7599,502.59244,6.3514743,393.13837,,409
1035889,2024/1/31,2023/10/31,431.7303,406.54993,520.3372,487.54816,6.147231,299.0123,,187
1035923,2023/11/30,2023/10/31,52.73321,62.004074,47.286396,48.287994,6.126714,72.924644,,50
1035923,2023/12/31,2023/10/31,72.8462,78.66614,86.7897,48.9637,6.01145,86.977066,,130
1035923,2024/1/31,2023/10/31,82.446976,91.35878,76.79647,49.36958,6.324218,153.13126,,87.5
1035926,2023/11/30,2023/10/31,26.493269,40.007965,38.862484,49.741554,5.3643837,34.671963,,13
1035926,2023/12/31,2023/10/31,30.055977,37.010025,61.304245,48.55774,6.36101,81.26509,,19
1035926,2024/1/31,2023/10/31,31.874786,39.052456,60.19832,48.169292,6.2190523,30.410599,,43
1036011,2023/11/30,2023/10/31,422.8927,401.76355,452.85522,346.07098,5.3171215,412.0241,,325
1036011,2023/12/31,2023/10/31,387.49875,349.52307,383.7518,340.57666,6.108177,295.90823,,639
1036011,2024/1/31,2023/10/31,373.35608,331.66125,393.29303,333.6375,6.3536243,365.8199,,709
1036012,2023/11/30,2023/10/31,329.37262,355.72336,343.25534,415.9181,6.119049,385.53198,,275
1036012,2023/12/31,2023/10/31,348.6249,360.55292,384.284,396.72577,6.349553,438.396,,318
1036012,2024/1/31,2023/10/31,364.29303,358.9097,426.80115,373.76294,6.3531294,389.002,,186
1036013,2023/11/30,2023/10/31,134.56194,135.26396,137.23297,122.58441,6.07106,97.805,,48
1036013,2023/12/31,2023/10/31,127.9985,129.74312,152.549,119.48201,6.3548083,118.02395,,51
1036013,2024/1/31,2023/10/31,127.64682,127.65299,153.85565,115.085815,6.3603806,107.04556,,55
1036014,2023/11/30,2023/10/31,122.01388,125.65397,128.49261,116.89841,6.196552,101.65974,,70
1036014,2023/12/31,2023/10/31,124.48088,125.91589,119.70329,111.243546,5.954266,115.81287,,38
1036014,2024/1/31,2023/10/31,124.395386,122.931,138.49055,105.86242,6.146138,112.463974,,49
1036202,2023/11/30,2023/10/31,65.38056,71.86274,79.76092,96.466354,5.9160647,83.433304,,52
1036202,2023/12/31,2023/10/31,72.53685,70.64867,85.16168,97.659,5.6660237,93.80083,,84
1036202,2024/1/31,2023/10/31,77.665825,75.03206,90.46936,98.56027,6.3090777,82.31937,,124
1036261,2023/11/30,2023/10/31,439.95715,413.58008,476.38403,451.09845,5.4108505,447.0652,,462
1036261,2023/12/31,2023/10/31,379.47873,337.41727,438.23016,444.95654,5.6673875,413.5097,,380
1036261,2024/1/31,2023/10/31,359.61594,317.85193,412.54926,435.1764,6.324278,329.25055,,292
1036262,2023/11/30,2023/10/31,539.5371,524.3049,604.4761,536.9743,5.7662168,447.59952,,371
1036262,2023/12/31,2023/10/31,453.0509,431.17645,526.7231,528.0488,6.3481565,370.24557,,393
1036262,2024/1/31,2023/10/31,432.9623,402.91107,574.12585,521.0561,6.3307223,527.44086,,393
1036951,2023/11/30,2023/10/31,225.9797,255.82782,208.13593,235.53021,6.0561852,202.65536,,173
1036951,2023/12/31,2023/10/31,261.8627,288.78937,310.57983,235.34023,5.973382,387.39294,,222
1036951,2024/1/31,2023/10/31,281.201,303.1005,303.32693,235.36734,6.349865,363.31253,,269
1036957,2023/11/30,2023/10/31,29.483282,39.315582,38.257526,47.536392,6.0875483,61.21145,,21
1036957,2023/12/31,2023/10/31,34.91458,41.42035,48.297146,48.997017,5.7544637,76.03634,,60
1036957,2024/1/31,2023/10/31,36.886547,44.797718,51.275974,50.127975,6.3352613,40.219105,,67
1037502,2023/11/30,2023/10/31,209.42218,241.20895,234.78296,252.63577,5.7551017,320.25604,,159
1037502,2023/12/31,2023/10/31,232.26553,251.41743,262.72388,254.60805,6.3290834,346.0047,,214
1037502,2024/1/31,2023/10/31,245.73236,265.27737,270.81964,256.01578,6.3266077,302.88486,,274
1037503,2023/11/30,2023/10/31,34.68688,42.350616,38.335606,54.84881,5.888736,72.69501,,79
1037503,2023/12/31,2023/10/31,43.25582,45.95316,55.838245,55.88513,5.741733,99.60936,,87
1037503,2024/1/31,2023/10/31,47.51451,50.682507,53.934784,56.803955,6.340497,46.469963,,95
1037505,2023/11/30,2023/10/31,78.68691,92.98215,83.368614,181.84602,6.308908,256.287,,63
1037505,2023/12/31,2023/10/31,112.3264,110.17118,103.37007,186.85356,6.012341,233.7506,,97
1037505,2024/1/31,2023/10/31,133.24474,127.5966,132.46078,191.44345,6.3329153,224.44633,,131
1037506,2023/11/30,2023/10/31,186.43434,205.85527,196.51082,212.21263,5.9118648,262.79837,,74
1037506,2023/12/31,2023/10/31,190.87674,206.28882,229.4285,213.04514,5.7652273,240.10365,,146
1037506,2024/1/31,2023/10/31,193.00699,209.29153,218.31793,213.51614,6.3386526,261.2835,,172
1037507,2023/11/30,2023/10/31,83.72503,91.2312,87.255196,134.68161,6.0429306,145.55243,,50
1037507,2023/12/31,2023/10/31,103.70629,97.17387,124.410866,137.09245,5.813064,208.44543,,152
1037507,2024/1/31,2023/10/31,114.63661,107.28953,138.74579,139.23807,6.331052,142.81293,,192
1037509,2023/11/30,2023/10/31,126.715034,144.95439,123.13755,140.28214,6.1971283,200.12741,,197
1037509,2023/12/31,2023/10/31,160.47578,166.95549,183.89005,141.38676,5.876078,305.06433,,327
1037509,2024/1/31,2023/10/31,166.5707,169.26837,123.743385,142.20993,6.161927,304.56863,,383
1037829,2023/11/30,2023/10/31,531.4551,399.79498,541.84937,296.1457,5.738707,508.9757,,575
1037829,2023/12/31,2023/10/31,418.58112,176.27805,500.99933,297.0855,5.928289,408.31848,,599
1037829,2024/1/31,2023/10/31,387.0005,173.80856,465.00204,297.26434,5.9669914,491.11688,,901
1037831,2023/11/30,2023/10/31,166.50659,177.1562,174.82695,185.35606,5.68318,199.4462,,87
1037831,2023/12/31,2023/10/31,171.49101,177.07472,207.99568,179.69571,6.3508663,196.50116,,154
1037831,2024/1/31,2023/10/31,173.86539,174.62187,185.3026,176.75372,6.34123,199.05098,,49
1037837,2023/11/30,2023/10/31,14.536301,79.72885,92.72552,120.878944,5.6187077,140.27937,,79
1037837,2023/12/31,2023/10/31,29.00739,64.0954,138.27084,117.985565,6.165805,191.31158,,75
1037837,2024/1/31,2023/10/31,37.495766,65.24933,115.41907,114.30235,6.279302,188.00504,,71
1037839,2023/11/30,2023/10/31,141.2566,139.13132,147.41078,156.74182,5.976804,129.6087,,116
1037839,2023/12/31,2023/10/31,141.26852,123.23015,169.25793,148.47134,6.3386865,142.59927,,226
1037839,2024/1/31,2023/10/31,143.29054,123.16579,172.49826,143.21329,6.3537307,125.079575,,38
1037840,2023/11/30,2023/10/31,88.12363,92.43941,80.451225,100.78247,5.9826674,109.53819,,47
1037840,2023/12/31,2023/10/31,89.13777,91.643234,103.157005,94.25896,5.829257,93.68237,,97
1037840,2024/1/31,2023/10/31,89.12645,91.5049,98.56368,88.85924,6.356167,118.41544,,124
1038418,2023/11/30,2023/10/31,122.511024,124.52237,139.45226,139.0941,5.520822,123.77098,,159
1038418,2023/12/31,2023/10/31,117.70982,113.57782,119.59225,138.75064,6.2916555,127.773476,,80
1038418,2024/1/31,2023/10/31,115.76862,108.385544,131.06479,138.66405,6.31871,91.996346,,112
1038735,2023/11/30,2023/10/31,143.85553,119.467064,157.28627,105.589584,5.8172126,139.3335,,211
1038735,2023/12/31,2023/10/31,109.16205,75.82684,111.43964,104.2973,5.9996047,80.19847,,48
1038735,2024/1/31,2023/10/31,100.508545,69.736984,125.65544,101.921005,5.7575645,96.43318,,54
1038738,2023/11/30,2023/10/31,295.52115,237.633,322.98022,140.60776,5.7879505,255.66373,,463
1038738,2023/12/31,2023/10/31,220.96182,132.87785,233.38031,141.11961,6.0110307,165.40794,,78.5
1038738,2024/1/31,2023/10/31,203.91753,124.67793,266.07874,140.23384,5.811065,185.97011,,78.5
1038739,2023/11/30,2023/10/31,110.58058,91.20143,118.64193,90.497665,5.193938,111.67264,,142
1038739,2023/12/31,2023/10/31,83.40497,51.369728,102.81964,90.54239,6.092493,67.51189,,55
