product_id,start_date,fcst_value
1279020,2024-02-01,10.0
1027216,2023-12-01,37.0
1027216,2024-01-01,38.0
1027216,2024-02-01,38.0
1041249,2023-12-01,121.0
1041249,2024-01-01,121.0
1041249,2024-02-01,122.0
1274101,2023-12-01,0.0
1274101,2024-01-01,0.0
1274101,2024-02-01,0.0
1274102,2023-12-01,0.0
1274102,2024-01-01,0.0
1274102,2024-02-01,0.0
1032048,2023-12-01,132.0
1032048,2024-01-01,131.0
1032048,2024-02-01,110.0
1039034,2023-12-01,114.0
1039034,2024-01-01,118.0
1039034,2024-02-01,103.0
1000786,2023-12-01,3.0
1000786,2024-01-01,3.0
1000786,2024-02-01,3.0
1000790,2023-12-01,75.0
1000790,2024-01-01,78.0
1000790,2024-02-01,82.0
1043251,2023-12-01,0.0
1043251,2024-01-01,0.0
1043251,2024-02-01,0.0
1043254,2023-12-01,32.0
1043254,2024-01-01,32.0
1043254,2024-02-01,34.0
1036604,2023-12-01,0.0
1036604,2024-01-01,0.0
1036604,2024-02-01,0.0
1036605,2023-12-01,78.0
1036605,2024-01-01,80.0
1036605,2024-02-01,78.0
1045087,2023-12-01,20.0
1045087,2024-01-01,19.0
1045087,2024-02-01,21.0
1017628,2023-12-01,123.0
1017628,2024-01-01,99.0
1017628,2024-02-01,101.0
1034614,2023-12-01,234.0
1034614,2024-01-01,233.0
1034614,2024-02-01,237.0
1024353,2023-12-01,32.0
1024353,2024-01-01,32.0
1024353,2024-02-01,32.0
1331819,2023-12-01,5.0
1331819,2024-01-01,5.0
1331819,2024-02-01,5.0
1331823,2023-12-01,25.0
1331823,2024-01-01,23.0
1331823,2024-02-01,21.0
1276686,2023-12-01,0.0
1276686,2024-01-01,0.0
1276686,2024-02-01,0.0
1072446,2023-12-01,0.0
1072446,2024-01-01,0.0
1072446,2024-02-01,0.0
1027283,2023-12-01,1053.0
1027283,2024-01-01,916.0
1027283,2024-02-01,621.0
1279022,2023-12-01,4.0
1279022,2024-01-01,4.0
1279022,2024-02-01,4.0
1039035,2023-12-01,103.0
1039035,2024-01-01,97.0
1039035,2024-02-01,93.0
1274103,2023-12-01,0.0
1274103,2024-01-01,0.0
1274103,2024-02-01,0.0
1274104,2023-12-01,0.0
1274104,2024-01-01,0.0
1274104,2024-02-01,0.0
1274105,2023-12-01,0.0
1274105,2024-01-01,0.0
1274105,2024-02-01,0.0
1041250,2023-12-01,71.0
1041250,2024-01-01,67.0
1041250,2024-02-01,47.0
1041253,2023-12-01,11.0
1041253,2024-01-01,11.0
1041253,2024-02-01,12.0
1043255,2023-12-01,89.0
1043255,2024-01-01,83.0
1043255,2024-02-01,82.0
1017630,2023-12-01,93.0
1017630,2024-01-01,85.0
1017630,2024-02-01,97.0
1000793,2023-12-01,81.0
1000793,2024-01-01,81.0
1000793,2024-02-01,82.0
1034615,2023-12-01,148.0
1034615,2024-01-01,164.0
1034615,2024-02-01,166.0
1032049,2023-12-01,172.0
1032049,2024-01-01,180.0
1032049,2024-02-01,175.0
1279024,2023-12-01,6.0
1279024,2024-01-01,6.0
1279024,2024-02-01,6.0
1072462,2023-12-01,0.0
1072462,2024-01-01,0.0
1072462,2024-02-01,0.0
1024354,2023-12-01,6.0
1024354,2024-01-01,4.0
1024354,2024-02-01,4.0
1024359,2023-12-01,0.0
1024359,2024-01-01,0.0
1024359,2024-02-01,0.0
1276696,2023-12-01,76.0
1276696,2024-01-01,69.0
1276696,2024-02-01,63.0
1036606,2023-12-01,97.0
1036606,2024-01-01,86.0
1036606,2024-02-01,93.0
1039036,2023-12-01,80.0
1039036,2024-01-01,75.0
1039036,2024-02-01,67.0
1331826,2023-12-01,7.0
1331826,2024-01-01,5.0
1331826,2024-02-01,5.0
1331827,2023-12-01,1.0
1331827,2024-01-01,1.0
1331827,2024-02-01,1.0
1045088,2023-12-01,2.0
1045088,2024-01-01,2.0
1045088,2024-02-01,3.0
1045089,2023-12-01,0.0
1045089,2024-01-01,0.0
1045089,2024-02-01,0.0
1045091,2023-12-01,1.0
1045091,2024-01-01,1.0
1045091,2024-02-01,1.0
1017671,2023-12-01,87.0
1017671,2024-01-01,67.0
1017671,2024-02-01,82.0
1027299,2023-12-01,55.0
1027299,2024-01-01,57.0
1027299,2024-02-01,56.0
1043256,2023-12-01,60.0
1043256,2024-01-01,56.0
1043256,2024-02-01,54.0
1274108,2023-12-01,0.0
1274108,2024-01-01,0.0
1274108,2024-02-01,0.0
1024362,2023-12-01,45.0
1024362,2024-01-01,46.0
1024362,2024-02-01,47.0
1276697,2023-12-01,33.0
1276697,2024-01-01,32.0
1276697,2024-02-01,33.0
1000794,2023-12-01,0.0
1000794,2024-01-01,0.0
1000794,2024-02-01,0.0
1279025,2023-12-01,11.0
1279025,2024-01-01,12.0
1279025,2024-02-01,11.0
1279028,2023-12-01,7.0
1279028,2024-01-01,7.0
1279028,2024-02-01,6.0
1032050,2023-12-01,138.0
1032050,2024-01-01,118.0
1032050,2024-02-01,129.0
1034618,2023-12-01,53.0
1034618,2024-01-01,58.0
1034618,2024-02-01,59.0
1039037,2023-12-01,139.0
1039037,2024-01-01,141.0
1039037,2024-02-01,137.0
1045094,2023-12-01,82.0
1045094,2024-01-01,86.0
1045094,2024-02-01,76.0
1043257,2023-12-01,214.0
1043257,2024-01-01,199.0
1043257,2024-02-01,204.0
1041255,2023-12-01,32.0
1041255,2024-01-01,36.0
1041255,2024-02-01,33.0
1072464,2023-12-01,0.0
1072464,2024-01-01,0.0
1072464,2024-02-01,0.0
1072596,2023-12-01,0.0
1072596,2024-01-01,0.0
1072596,2024-02-01,0.0
1000799,2023-12-01,162.0
1000799,2024-01-01,156.0
1000799,2024-02-01,156.0
1331832,2023-12-01,43.0
1331832,2024-01-01,45.0
1331832,2024-02-01,44.0
1017702,2023-12-01,4.0
1017702,2024-01-01,7.0
1017702,2024-02-01,5.0
1017703,2023-12-01,122.0
1017703,2024-01-01,124.0
1017703,2024-02-01,123.0
1274110,2023-12-01,129.0
1274110,2024-01-01,119.0
1274110,2024-02-01,128.0
1027300,2023-12-01,364.0
1027300,2024-01-01,353.0
1027300,2024-02-01,297.0
1279030,2023-12-01,35.0
1279030,2024-01-01,36.0
1279030,2024-02-01,30.0
1024365,2023-12-01,18.0
1024365,2024-01-01,21.0
1024365,2024-02-01,17.0
1024368,2023-12-01,28.0
1024368,2024-01-01,38.0
1024368,2024-02-01,30.0
1032052,2023-12-01,0.0
1032052,2024-01-01,0.0
1032052,2024-02-01,0.0
1043258,2023-12-01,71.0
1043258,2024-01-01,72.0
1043258,2024-02-01,69.0
1036610,2023-12-01,19.0
1036610,2024-01-01,18.0
1036610,2024-02-01,20.0
1000801,2023-12-01,2654.0
1000801,2024-01-01,2435.0
1000801,2024-02-01,3249.0
1039043,2023-12-01,0.0
1039043,2024-01-01,0.0
1039043,2024-02-01,0.0
1039058,2023-12-01,0.0
1039058,2024-01-01,0.0
1039058,2024-02-01,0.0
1034622,2023-12-01,27.0
1034622,2024-01-01,27.0
1034622,2024-02-01,27.0
1045098,2023-12-01,9.0
1045098,2024-01-01,8.0
1045098,2024-02-01,9.0
1276707,2023-12-01,2.0
1276707,2024-01-01,2.0
1276707,2024-02-01,1.0
1331833,2023-12-01,19.0
1331833,2024-01-01,18.0
1331833,2024-02-01,18.0
1331834,2023-12-01,45.0
1331834,2024-01-01,43.0
1331834,2024-02-01,43.0
1041259,2023-12-01,36.0
1041259,2024-01-01,36.0
1041259,2024-02-01,33.0
1072597,2023-12-01,0.0
1072597,2024-01-01,0.0
1072597,2024-02-01,0.0
1072598,2023-12-01,0.0
1072598,2024-01-01,0.0
1072598,2024-02-01,0.0
1072599,2023-12-01,0.0
1072599,2024-01-01,0.0
1072599,2024-02-01,0.0
1274111,2023-12-01,162.0
1274111,2024-01-01,155.0
1274111,2024-02-01,180.0
1017704,2023-12-01,127.0
1017704,2024-01-01,127.0
1017704,2024-02-01,136.0
1279031,2023-12-01,5.0
1279031,2024-01-01,5.0
1279031,2024-02-01,5.0
1000803,2023-12-01,131.0
1000803,2024-01-01,154.0
1000803,2024-02-01,158.0
1039059,2023-12-01,2.0
1039059,2024-01-01,3.0
1039059,2024-02-01,3.0
1032069,2023-12-01,48.0
1032069,2024-01-01,48.0
1032069,2024-02-01,51.0
1276708,2023-12-01,11.0
1276708,2024-01-01,10.0
1276708,2024-02-01,10.0
1034625,2023-12-01,3.0
1034625,2024-01-01,3.0
1034625,2024-02-01,3.0
1027302,2023-12-01,870.0
1027302,2024-01-01,820.0
1027302,2024-02-01,699.0
1024371,2023-12-01,22.0
1024371,2024-01-01,21.0
1024371,2024-02-01,23.0
1024372,2023-12-01,238.0
1024372,2024-01-01,236.0
1024372,2024-02-01,225.0
1036611,2023-12-01,24.0
1036611,2024-01-01,21.0
1036611,2024-02-01,18.0
1045103,2023-12-01,129.0
1045103,2024-01-01,129.0
1045103,2024-02-01,127.0
1017705,2023-12-01,132.0
1017705,2024-01-01,134.0
1017705,2024-02-01,142.0
1279033,2023-12-01,10.0
1279033,2024-01-01,9.0
1279033,2024-02-01,10.0
1331835,2023-12-01,12.0
1331835,2024-01-01,13.0
1331835,2024-02-01,12.0
1043261,2023-12-01,0.0
1043261,2024-01-01,0.0
1043261,2024-02-01,0.0
1043280,2023-12-01,12.0
1043280,2024-01-01,13.0
1043280,2024-02-01,13.0
1072607,2023-12-01,0.0
1072607,2024-01-01,0.0
1072607,2024-02-01,0.0
1072610,2023-12-01,0.0
1072610,2024-01-01,0.0
1072610,2024-02-01,0.0
1036613,2023-12-01,8.0
1036613,2024-01-01,7.0
1036613,2024-02-01,9.0
1032070,2023-12-01,0.0
1032070,2024-01-01,0.0
1032070,2024-02-01,0.0
1032074,2023-12-01,62.0
1032074,2024-01-01,60.0
1032074,2024-02-01,63.0
1039064,2023-12-01,13.0
1039064,2024-01-01,13.0
1039064,2024-02-01,15.0
1039066,2023-12-01,0.0
1039066,2024-01-01,0.0
1039066,2024-02-01,0.0
1027303,2023-12-01,109.0
1027303,2024-01-01,129.0
1027303,2024-02-01,109.0
1034632,2023-12-01,1.0
1034632,2024-01-01,2.0
1034632,2024-02-01,1.0
1034638,2023-12-01,0.0
1034638,2024-01-01,0.0
1034638,2024-02-01,0.0
1024377,2023-12-01,10.0
1024377,2024-01-01,9.0
1024377,2024-02-01,9.0
1274112,2023-12-01,416.0
1274112,2024-01-01,280.0
1274112,2024-02-01,426.0
1276756,2023-12-01,0.0
1276756,2024-01-01,0.0
1276756,2024-02-01,0.0
1279036,2023-12-01,0.0
1279036,2024-01-01,0.0
1279036,2024-02-01,0.0
1043281,2023-12-01,108.0
1043281,2024-01-01,107.0
1043281,2024-02-01,103.0
1072651,2023-12-01,0.0
1072651,2024-01-01,0.0
1072651,2024-02-01,0.0
1072653,2023-12-01,0.0
1072653,2024-01-01,0.0
1072653,2024-02-01,0.0
1072654,2023-12-01,0.0
1072654,2024-01-01,0.0
1072654,2024-02-01,0.0
1045106,2023-12-01,0.0
1045106,2024-01-01,0.0
1045106,2024-02-01,0.0
1045108,2023-12-01,17.0
1045108,2024-01-01,18.0
1045108,2024-02-01,16.0
1041261,2023-12-01,14.0
1041261,2024-01-01,15.0
1041261,2024-02-01,15.0
1331836,2023-12-01,38.0
1331836,2024-01-01,33.0
1331836,2024-02-01,31.0
1331837,2023-12-01,8.0
1331837,2024-01-01,6.0
1331837,2024-02-01,5.0
1331839,2023-12-01,2.0
1331839,2024-01-01,2.0
1331839,2024-02-01,2.0
1017707,2023-12-01,3.0
1017707,2024-01-01,1.0
1017707,2024-02-01,5.0
1017708,2023-12-01,106.0
1017708,2024-01-01,104.0
1017708,2024-02-01,136.0
1032076,2023-12-01,33.0
1032076,2024-01-01,33.0
1032076,2024-02-01,33.0
1039067,2023-12-01,210.0
1039067,2024-01-01,180.0
1039067,2024-02-01,195.0
1036640,2023-12-01,13.0
1036640,2024-01-01,14.0
1036640,2024-02-01,14.0
1000810,2023-12-01,3.0
1000810,2024-01-01,2.0
1000810,2024-02-01,4.0
1000811,2023-12-01,0.0
1000811,2024-01-01,0.0
1000811,2024-02-01,0.0
1027306,2023-12-01,38.0
1027306,2024-01-01,32.0
1027306,2024-02-01,36.0
1034646,2023-12-01,0.0
1034646,2024-01-01,0.0
1034646,2024-02-01,0.0
1024379,2023-12-01,0.0
