unique_id,ds,NHITS,NBEATS,PatchTST,TFT,Informer,TimesNet
1000895,2023-11-30,367.7395935058594,347.349853515625,403.118408203125,319.808349609375,4.610313415527344,349.77459716796875
1000895,2023-12-31,290.78802490234375,279.4600830078125,403.77783203125,315.6791687011719,6.344300270080566,338.2581481933594
1000895,2024-01-31,250.91665649414062,272.3593444824219,360.9462890625,308.6203918457031,6.350558280944824,376.188232421875
1000897,2023-11-30,296.20556640625,309.2465515136719,318.7858581542969,294.49444580078125,5.454344749450684,263.6427001953125
1000897,2023-12-31,242.01307678222656,280.1685791015625,303.3949890136719,291.40496826171875,5.643348217010498,313.4614562988281
1000897,2024-01-31,215.21743774414062,275.8518371582031,314.2459716796875,289.6124267578125,6.321194171905518,222.04122924804688
1000937,2023-11-30,143.5684051513672,152.28106689453125,143.25746154785156,152.13601684570312,6.2283806800842285,124.82279968261719
1000937,2023-12-31,139.57369995117188,154.93980407714844,121.52703857421875,153.0611572265625,6.253073215484619,137.32916259765625
1000937,2024-01-31,140.93260192871094,158.78591918945312,165.039794921875,153.74935913085938,6.175333499908447,130.96096801757812
1000973,2023-11-30,406.6082763671875,436.0322265625,388.9194030761719,441.4991760253906,5.424247741699219,325.35833740234375
1000973,2023-12-31,415.8355712890625,440.4739990234375,464.6921081542969,444.00140380859375,6.19089412689209,386.7739562988281
1000973,2024-01-31,412.987548828125,440.49169921875,441.9093322753906,445.8662109375,6.129044055938721,556.6757202148438
1001126,2023-11-30,28.453857421875,31.216461181640625,23.050174713134766,49.707313537597656,6.048526763916016,46.116554260253906
1001126,2023-12-31,24.973905563354492,28.432937622070312,7.660625457763672,51.686580657958984,6.021989345550537,66.59180450439453
1001126,2024-01-31,26.724279403686523,31.237239837646484,26.551410675048828,53.603065490722656,6.159305095672607,7.8263092041015625
1001206,2023-11-30,271.36297607421875,268.6767883300781,265.2441101074219,284.98565673828125,4.989659309387207,366.11456298828125
1001206,2023-12-31,274.108642578125,262.30303955078125,293.5686340332031,285.02215576171875,5.784505844116211,375.8216247558594
1001206,2024-01-31,282.633544921875,268.24029541015625,268.9801025390625,285.3360290527344,6.179636478424072,375.75634765625
1001318,2023-11-30,734.139892578125,889.4482421875,701.185546875,855.1516723632812,6.121528625488281,1508.8973388671875
1001318,2023-12-31,671.916015625,1030.1298828125,515.9791259765625,910.3060302734375,6.2085347175598145,1843.5484619140625
1001318,2024-01-31,646.4293212890625,1055.8311767578125,281.40289306640625,963.0549926757812,6.115957260131836,1990.4593505859375
1001319,2023-11-30,487.60589599609375,467.060546875,547.6497192382812,483.8753662109375,4.719609260559082,386.13458251953125
1001319,2023-12-31,367.69482421875,385.5515441894531,479.0384826660156,459.78167724609375,6.334158897399902,346.25970458984375
1001319,2024-01-31,304.912841796875,359.2851257324219,470.731201171875,448.18853759765625,6.138067722320557,595.8416137695312
1001330,2023-11-30,477.3492126464844,361.764404296875,514.0353393554688,182.02479553222656,4.53718376159668,357.0521240234375
1001330,2023-12-31,363.96734619140625,186.56439208984375,411.0751953125,182.397705078125,5.965330123901367,321.19219970703125
1001330,2024-01-31,310.127685546875,187.82464599609375,412.153076171875,182.3086700439453,5.9374566078186035,299.1192626953125
1001331,2023-11-30,342.2139892578125,261.8800048828125,399.67828369140625,201.71023559570312,4.08561372756958,273.6246032714844
1001331,2023-12-31,245.82945251464844,131.27688598632812,312.43768310546875,201.4393310546875,6.188098430633545,194.9100799560547
1001331,2024-01-31,199.10983276367188,129.48007202148438,279.55548095703125,199.80601501464844,6.347893238067627,205.2494659423828
1001369,2023-11-30,253.63894653320312,278.92425537109375,273.4914245605469,294.78106689453125,5.864245414733887,279.85302734375
1001369,2023-12-31,221.439697265625,264.0987243652344,277.7457580566406,295.49652099609375,5.855482578277588,276.5538024902344
1001369,2024-01-31,203.6075897216797,256.17840576171875,273.48468017578125,295.9591064453125,6.103814601898193,292.28192138671875
1001370,2023-11-30,491.142333984375,503.1978759765625,549.2850341796875,543.6055297851562,5.779935836791992,489.0326843261719
1001370,2023-12-31,385.6832275390625,441.1568603515625,534.821044921875,527.638427734375,6.317601203918457,480.7898864746094
1001370,2024-01-31,334.4011535644531,428.33172607421875,504.3144226074219,515.8905029296875,6.318075656890869,395.6546630859375
1001371,2023-11-30,426.3661193847656,488.2165222167969,500.20953369140625,499.33160400390625,5.562288284301758,485.3313293457031
1001371,2023-12-31,346.4161376953125,470.9992980957031,527.2754516601562,495.2613525390625,6.344931602478027,530.2933349609375
1001371,2024-01-31,296.8309020996094,444.47967529296875,437.7730712890625,494.2945861816406,6.326653480529785,593.4757080078125
1001410,2023-11-30,335.8924865722656,333.35784912109375,388.8280944824219,354.3971862792969,5.004122257232666,372.3717346191406
1001410,2023-12-31,253.97105407714844,269.52117919921875,330.76153564453125,345.98114013671875,6.346020221710205,340.42803955078125
1001410,2024-01-31,214.3794403076172,269.378173828125,346.97064208984375,342.37554931640625,6.355533599853516,332.1867980957031
1001488,2023-11-30,34.92003631591797,35.70597457885742,34.992942810058594,34.036415100097656,5.478700637817383,37.44352340698242
1001488,2023-12-31,35.01799011230469,36.0000114440918,34.947265625,33.60530090332031,6.0570068359375,35.82890319824219
1001488,2024-01-31,35.18783187866211,36.27470397949219,36.21622085571289,33.47675704956055,6.327893257141113,35.20036315917969
1001910,2023-11-30,34.852230072021484,33.060691833496094,34.51485061645508,34.374488830566406,5.688023567199707,43.12018585205078
1001910,2023-12-31,28.895492553710938,30.203201293945312,32.05801773071289,34.390750885009766,6.294580936431885,26.219057083129883
1001910,2024-01-31,26.094528198242188,30.531679153442383,35.94874954223633,34.42041778564453,6.339988708496094,42.53642272949219
1001911,2023-11-30,21.51685905456543,29.559223175048828,19.511335372924805,141.12734985351562,6.340753078460693,113.72886657714844
1001911,2023-12-31,41.25714874267578,38.26191711425781,33.16609191894531,141.21722412109375,5.645712375640869,135.41610717773438
1001911,2024-01-31,58.487205505371094,49.731971740722656,49.49956130981445,141.30979919433594,6.342820644378662,145.50473022460938
1001912,2023-11-30,118.35446166992188,132.00401306152344,106.6576156616211,131.1228485107422,5.669434547424316,110.54572296142578
1001912,2023-12-31,118.38688659667969,141.4763641357422,151.25909423828125,133.91773986816406,6.343561172485352,174.27642822265625
1001912,2024-01-31,119.21392059326172,147.16416931152344,114.86711883544922,136.00009155273438,6.3473100662231445,242.86769104003906
1001915,2023-11-30,102.30683898925781,109.6915512084961,85.44642639160156,163.56460571289062,6.212234973907471,228.35691833496094
1001915,2023-12-31,127.6798324584961,123.25715637207031,81.04595947265625,168.6407928466797,5.995570659637451,268.5672912597656
1001915,2024-01-31,150.8748016357422,146.92620849609375,166.105224609375,173.54531860351562,6.151389122009277,199.6348876953125
1001916,2023-11-30,59.345558166503906,71.6908187866211,58.36631393432617,85.431640625,5.994053840637207,81.99858856201172
1001916,2023-12-31,60.735496520996094,72.617431640625,72.6788558959961,86.35198974609375,5.949522018432617,115.04963684082031
1001916,2024-01-31,64.33999633789062,74.47019958496094,72.19219970703125,87.12860107421875,6.352433204650879,108.5930404663086
1001918,2023-11-30,10.254510879516602,16.56627082824707,1.0076770782470703,33.2335205078125,6.291731357574463,34.30265808105469
1001918,2023-12-31,14.176060676574707,19.01290512084961,20.76288414001465,34.23432159423828,5.996067047119141,70.93274688720703
1001918,2024-01-31,16.875694274902344,22.629392623901367,6.342318534851074,35.18655014038086,6.330435276031494,48.624759674072266
1001919,2023-11-30,84.12251281738281,94.20184326171875,81.9316635131836,104.62591552734375,5.978187084197998,150.32998657226562
1001919,2023-12-31,75.44449615478516,91.20125579833984,51.800498962402344,106.53594970703125,6.211775779724121,188.85385131835938
1001919,2024-01-31,70.66532135009766,93.05664825439453,72.70645904541016,108.39459991455078,6.126125812530518,86.5606460571289
1002241,2023-11-30,259.6286926269531,206.14707946777344,242.6577911376953,235.86578369140625,4.829922676086426,308.84698486328125
1002241,2023-12-31,192.3042449951172,147.03604125976562,213.87417602539062,222.08697509765625,6.318253993988037,135.820068359375
1002241,2024-01-31,156.5432586669922,144.94772338867188,215.86279296875,216.76312255859375,6.338883876800537,399.0553894042969
1009244,2023-11-30,204.1417999267578,204.03250122070312,155.530029296875,178.2843475341797,6.104824066162109,299.27227783203125
1009244,2023-12-31,212.57113647460938,207.59136962890625,193.64263916015625,171.06814575195312,6.2208476066589355,266.609619140625
1009244,2024-01-31,224.46868896484375,219.5865936279297,248.8657684326172,167.47793579101562,6.322800636291504,235.1381072998047
1009245,2023-11-30,224.64013671875,153.24459838867188,242.98532104492188,150.92416381835938,4.897375106811523,177.93714904785156
1009245,2023-12-31,158.619140625,64.981201171875,188.6435546875,151.1314697265625,6.024730682373047,100.89744567871094
1009245,2024-01-31,126.43020629882812,61.35773468017578,176.97857666015625,150.7010498046875,6.142628192901611,158.4169158935547
1009246,2023-11-30,185.0957489013672,170.4193878173828,218.71331787109375,202.91481018066406,5.939555644989014,148.73028564453125
1009246,2023-12-31,126.62433624267578,124.45233154296875,175.8326416015625,199.67916870117188,5.877743244171143,113.3560562133789
1009246,2024-01-31,97.59247589111328,117.38198852539062,184.57423400878906,198.7468719482422,6.16886043548584,153.33935546875
1009254,2023-11-30,275.4239196777344,304.5240478515625,286.5870361328125,290.7981872558594,5.626579284667969,215.03919982910156
1009254,2023-12-31,231.64852905273438,307.34393310546875,254.71096801757812,295.5198974609375,5.904204845428467,279.0107421875
1009254,2024-01-31,205.30020141601562,292.4320068359375,273.72418212890625,299.338623046875,6.1326165199279785,292.2940673828125
1009420,2023-11-30,71.597412109375,78.52726745605469,74.20323944091797,76.87200164794922,5.495175361633301,82.28321075439453
1009420,2023-12-31,71.35514068603516,81.1296615600586,75.33097076416016,77.47029113769531,5.578263282775879,92.74966430664062
1009420,2024-01-31,71.2646255493164,80.79586029052734,73.52940368652344,77.90077209472656,6.283192157745361,104.71390533447266
1009659,2023-11-30,302.5740966796875,272.65478515625,335.7204895019531,263.47418212890625,5.456637382507324,253.01077270507812
1009659,2023-12-31,226.32098388671875,193.98077392578125,317.9192810058594,251.73297119140625,5.784442901611328,204.60202026367188
1009659,2024-01-31,188.37100219726562,193.58251953125,305.4051513671875,244.75772094726562,6.221276760101318,221.4145050048828
1009660,2023-11-30,199.58299255371094,206.07937622070312,237.80996704101562,229.1467742919922,4.328454494476318,213.49879455566406
1009660,2023-12-31,184.13162231445312,196.6060333251953,233.9966278076172,226.2096405029297,6.330793857574463,215.94281005859375
1009660,2024-01-31,179.5976104736328,192.85182189941406,237.6938934326172,225.7340545654297,6.174565315246582,262.28546142578125
1009667,2023-11-30,76.62222290039062,79.94670867919922,67.9999771118164,81.17533111572266,6.044486045837402,115.25125885009766
1009667,2023-12-31,82.71221923828125,81.38528442382812,73.75886535644531,81.56925964355469,6.340787410736084,114.62462615966797
1009667,2024-01-31,88.89928436279297,85.09151458740234,91.82311248779297,81.80219268798828,6.338577747344971,98.31837463378906
1010947,2023-11-30,291.15185546875,285.01458740234375,291.97479248046875,280.9634094238281,6.130740642547607,519.4229736328125
1010947,2023-12-31,201.64620971679688,255.48565673828125,234.83944702148438,289.050537109375,6.2479329109191895,318.9632568359375
1010947,2024-01-31,156.07504272460938,219.58514404296875,188.64306640625,294.775390625,6.025297164916992,563.322509765625
1011186,2023-11-30,1637.4969482421875,1662.4967041015625,2022.4366455078125,1683.77783203125,6.06648588180542,1675.5751953125
1011186,2023-12-31,1315.781005859375,1447.513427734375,1894.7672119140625,1595.4827880859375,6.292603492736816,1248.6290283203125
1011186,2024-01-31,1148.924560546875,1407.0479736328125,1641.888671875,1532.0052490234375,6.010646343231201,1776.236572265625
1011190,2023-11-30,271.068359375,223.08872985839844,311.0985107421875,226.73318481445312,4.94023323059082,206.9654083251953
1011190,2023-12-31,203.1224822998047,135.13145446777344,289.4437561035156,224.90505981445312,6.290924072265625,191.72900390625
1011190,2024-01-31,169.7770538330078,132.9213104248047,268.07720947265625,220.47955322265625,6.3662428855896,172.85169982910156
1011293,2023-11-30,93.05641174316406,103.19834899902344,83.03018951416016,126.73550415039062,6.175780296325684,101.43560791015625
1011293,2023-12-31,107.7088623046875,117.7072982788086,93.59809875488281,128.80667114257812,5.689260482788086,151.04676818847656
1011293,2024-01-31,115.61074829101562,119.80933380126953,108.21145629882812,130.80650329589844,6.140656471252441,202.6268310546875
1016802,2023-11-30,3771.837646484375,3917.484375,4169.3369140625,3898.24267578125,6.047463417053223,3911.685302734375
1016802,2023-12-31,2931.098388671875,3474.104248046875,3963.817626953125,3771.94873046875,5.69012975692749,3263.944580078125
1016802,2024-01-31,2474.502197265625,3296.214599609375,3386.61181640625,3689.796875,5.951406002044678,4495.85302734375
1017110,2023-11-30,42.210391998291016,43.93187713623047,39.46211624145508,38.28489685058594,6.049461841583252,41.790321350097656
1017110,2023-12-31,48.679176330566406,50.99492263793945,33.07013702392578,39.542640686035156,5.738567352294922,49.26258850097656
1017110,2024-01-31,52.75667190551758,54.75121307373047,45.73381042480469,40.621620178222656,6.3306884765625,63.78662872314453
1017705,2023-11-30,109.13714599609375,113.21243286132812,93.79403686523438,144.78131103515625,6.0797834396362305,224.59152221679688
1017705,2023-12-31,124.76100158691406,120.704833984375,105.6170425415039,149.51333618164062,5.651237964630127,222.67185974121094
1017705,2024-01-31,136.80764770507812,129.6372528076172,124.08246612548828,154.0919952392578,6.32411003112793,181.45433044433594
1018138,2023-11-30,357.6856689453125,357.2806701660156,382.1304931640625,403.15924072265625,5.61884069442749,574.915283203125
1018138,2023-12-31,383.96923828125,368.0705871582031,274.7330017089844,408.3271179199219,5.742247581481934,502.3403015136719
1018138,2024-01-31,431.0633239746094,384.75439453125,280.6349792480469,412.125732421875,6.362009525299072,674.3282470703125
1018139,2023-11-30,157.3635711669922,148.210205078125,188.73687744140625,153.64393615722656,5.958168029785156,296.0984191894531
1018139,2023-12-31,197.08702087402344,163.3927764892578,227.05038452148438,155.38853454589844,6.1205058097839355,230.90684509277344
1018139,2024-01-31,247.81341552734375,191.71926879882812,224.75184631347656,156.649169921875,6.327845573425293,502.7084655761719
1018140,2023-11-30,178.8833465576172,227.20965576171875,271.5230712890625,254.86236572265625,5.367654323577881,307.32159423828125
1018140,2023-12-31,176.06373596191406,213.3153076171875,294.37744140625,244.80474853515625,6.097638130187988,410.534912109375
1018140,2024-01-31,193.40333557128906,223.8167266845703,251.25567626953125,232.50363159179688,6.346794605255127,428.96380615234375
1018856,2023-11-30,47.54450225830078,48.15203094482422,39.024444580078125,51.21241760253906,5.69219446182251,36.3841552734375
1018856,2023-12-31,39.734622955322266,44.28871536254883,41.415733337402344,52.957252502441406,5.964443683624268,67.04017639160156
1018856,2024-01-31,38.16522979736328,44.682247161865234,48.16314697265625,54.54798126220703,6.10047721862793,34.98426055908203
1019130,2023-11-30,516.3939819335938,586.7147216796875,680.6681518554688,562.159423828125,5.553898811340332,636.4967041015625
1019130,2023-12-31,473.64794921875,554.2135009765625,723.4841918945312,552.185791015625,5.9273362159729,679.1673583984375
1019130,2024-01-31,471.7486877441406,567.6743774414062,705.6128540039062,536.394775390625,6.3522562980651855,703.9329833984375
1019131,2023-11-30,544.3912353515625,572.1617431640625,655.8432006835938,575.035888671875,5.978810787200928,695.1346435546875
1019131,2023-12-31,529.0519409179688,563.259521484375,640.7606811523438,568.3187866210938,5.8501296043396,534.980712890625
1019131,2024-01-31,537.433349609375,580.3180541992188,646.5548095703125,564.5466918945312,6.177840232849121,603.2559814453125
1019302,2023-11-30,149.66705322265625,153.04598999023438,162.972900390625,172.55015563964844,5.466198921203613,165.36988830566406
1019302,2023-12-31,118.83331298828125,133.70509338378906,148.5714569091797,161.35098266601562,6.282892227172852,186.4551239013672
1019302,2024-01-31,104.32344818115234,129.01666259765625,136.63812255859375,156.5459747314453,6.237365245819092,117.61202239990234
1019303,2023-11-30,18.147403717041016,19.79596519470215,18.18730926513672,21.684528350830078,5.341464519500732,32.40696716308594
1019303,2023-12-31,14.959207534790039,18.29031753540039,19.88549041748047,21.630624771118164,6.315975666046143,36.13157272338867
1019303,2024-01-31,13.792682647705078,18.674747467041016,15.124530792236328,21.630056381225586,6.342660427093506,34.69697189331055
1019829,2023-11-30,127.23894500732422,150.26348876953125,144.9208984375,144.5084686279297,5.499671936035156,162.80126953125
1019829,2023-12-31,139.17166137695312,159.1265106201172,127.17094421386719,146.70867919921875,6.348618030548096,181.49571228027344
1019829,2024-01-31,146.9508514404297,169.51272583007812,160.2244415283203,148.3436279296875,6.32515811920166,197.9007568359375
1020125,2023-11-30,24.599233627319336,33.47107696533203,33.98270797729492,32.24246597290039,5.995068073272705,36.72858428955078
1020125,2023-12-31,27.530818939208984,35.42292404174805,39.479461669921875,32.10627365112305,6.356400012969971,47.28944778442383
1020125,2024-01-31,30.56407928466797,37.11189651489258,39.927249908447266,32.07987976074219,6.184316158294678,50.11920166015625
1020133,2023-11-30,169.59747314453125,192.31724548339844,189.51007080078125,235.359375,6.055359840393066,258.4971618652344
1020133,2023-12-31,201.79859924316406,204.78131103515625,173.81375122070312,238.40196228027344,5.633012294769287,275.82635498046875
1020133,2024-01-31,225.51080322265625,232.3836212158203,260.4034423828125,240.88818359375,6.329439640045166,247.52906799316406
1020134,2023-11-30,511.8247985839844,516.7296142578125,569.2296142578125,564.447998046875,5.881230354309082,462.0184631347656
1020134,2023-12-31,463.2022705078125,481.0909118652344,564.919189453125,561.5194702148438,6.333600997924805,466.9959411621094
1020134,2024-01-31,447.13055419921875,476.2423095703125,617.9854125976562,561.4147338867188,6.311858177185059,600.00146484375
1020912,2023-11-30,394.1812744140625,414.27996826171875,429.8266906738281,410.24127197265625,5.522764682769775,382.1136779785156
1020912,2023-12-31,322.3004455566406,389.9737854003906,390.9111633300781,408.77996826171875,5.619251251220703,316.1294860839844
1020912,2024-01-31,283.5167541503906,370.57733154296875,376.70050048828125,408.8357238769531,6.30941915512085,344.8451843261719
